"batchId ,",1.0,",overall_accuracy, ",75.0,",step_accuracy, ",75.0,",models, ","Counter({'MobileNet': 1, 'NASNetMobile': 1, 'ResNet50V2': 1, 'InceptionV3': 1, 'ResNet50': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",7,",",None
"batchId ,",103.0,",overall_accuracy, ",73.60679611650485,",step_accuracy, ",79.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3861e160>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b638c7160>]]]"
"batchId ,",104.0,",overall_accuracy, ",73.60096153846155,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",105.0,",overall_accuracy, ",73.65238095238095,",step_accuracy, ",79.0,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1})",",",2,",","[[('NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2db41be1d0>)]]"
"batchId ,",106.0,",overall_accuracy, ",73.65094339622642,",step_accuracy, ",73.5,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1})",",",2,",",None
"batchId ,",107.0,",overall_accuracy, ",73.64485981308411,",step_accuracy, ",73.0,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1})",",",2,",",None
"batchId ,",108.0,",overall_accuracy, ",73.64351851851852,",step_accuracy, ",73.5,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1})",",",2,",",None
"batchId ,",109.0,",overall_accuracy, ",73.59174311926606,",step_accuracy, ",68.0,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1, 'NASNetMobile': 1})",",",3,",",['NASNetMobile']
"batchId ,",110.0,",overall_accuracy, ",73.54545454545455,",step_accuracy, ",68.5,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",111.0,",overall_accuracy, ",73.5,",step_accuracy, ",68.5,",models, ","Counter({'MobileNet': 1, 'InceptionV3': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",112.0,",overall_accuracy, ",73.53571428571428,",step_accuracy, ",77.5,",models, ","Counter({'InceptionV3': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3411c3c8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b39f2fcf8>]]]"
"batchId ,",113.0,",overall_accuracy, ",73.48672566371681,",step_accuracy, ",68.0,",models, ","Counter({'InceptionV3': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",114.0,",overall_accuracy, ",73.49122807017544,",step_accuracy, ",74.0,",models, ","Counter({'InceptionV3': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",115.0,",overall_accuracy, ",73.54782608695652,",step_accuracy, ",80.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b37aa9668>]]]"
"batchId ,",116.0,",overall_accuracy, ",73.50862068965517,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",117.0,",overall_accuracy, ",73.51282051282051,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",118.0,",overall_accuracy, ",73.5,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",119.0,",overall_accuracy, ",73.52100840336135,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",120.0,",overall_accuracy, ",73.53333333333333,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",121.0,",overall_accuracy, ",73.5495867768595,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",122.0,",overall_accuracy, ",73.5655737704918,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",123.0,",overall_accuracy, ",73.58130081300813,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",124.0,",overall_accuracy, ",73.54435483870968,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",125.0,",overall_accuracy, ",73.524,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",['ResNet50']
"batchId ,",126.0,",overall_accuracy, ",73.4920634920635,",step_accuracy, ",69.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",127.0,",overall_accuracy, ",73.45669291338582,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",128.0,",overall_accuracy, ",73.453125,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",129.0,",overall_accuracy, ",73.44961240310077,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",130.0,",overall_accuracy, ",73.47307692307692,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",5,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b347f3128>]], [['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b324a12b0>]]]"
"batchId ,",131.0,",overall_accuracy, ",73.46564885496183,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",5,",",None
"batchId ,",132.0,",overall_accuracy, ",73.43560606060606,",step_accuracy, ",69.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1, 'DenseNet121': 1})",",",6,",",['DenseNet121']
"batchId ,",133.0,",overall_accuracy, ",73.40601503759399,",step_accuracy, ",69.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1, 'DenseNet121': 1, 'ResNet50V2': 1})",",",7,",",['ResNet50V2']
"batchId ,",134.0,",overall_accuracy, ",73.41044776119404,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1, 'DenseNet121': 1, 'ResNet50V2': 1})",",",7,",",None
"batchId ,",135.0,",overall_accuracy, ",73.43333333333332,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b31d00978>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b30e29780>]]]"
"batchId ,",136.0,",overall_accuracy, ",73.47058823529412,",step_accuracy, ",78.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",3,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b306ed0f0>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b33703160>]]]"
"batchId ,",137.0,",overall_accuracy, ",73.44525547445255,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",138.0,",overall_accuracy, ",73.45652173913044,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",139.0,",overall_accuracy, ",73.47482014388488,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",140.0,",overall_accuracy, ",73.50714285714287,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b32b95ef0>]]]"
"batchId ,",141.0,",overall_accuracy, ",73.51418439716312,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",142.0,",overall_accuracy, ",73.4894366197183,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",143.0,",overall_accuracy, ",73.4965034965035,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",144.0,",overall_accuracy, ",73.48958333333333,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",145.0,",overall_accuracy, ",73.48620689655172,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",146.0,",overall_accuracy, ",73.49657534246575,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",147.0,",overall_accuracy, ",73.52380952380952,",step_accuracy, ",77.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b33da9550>]]]"
"batchId ,",148.0,",overall_accuracy, ",73.51351351351352,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",149.0,",overall_accuracy, ",73.52013422818791,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",150.0,",overall_accuracy, ",73.50999999999999,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",151.0,",overall_accuracy, ",73.51655629139073,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",152.0,",overall_accuracy, ",73.52631578947368,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",153.0,",overall_accuracy, ",73.54901960784314,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2ed58cc0>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2e1cef28>]]]"
"batchId ,",154.0,",overall_accuracy, ",73.54220779220779,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",",None
"batchId ,",155.0,",overall_accuracy, ",73.50967741935483,",step_accuracy, ",68.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",156.0,",overall_accuracy, ",73.51602564102564,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",157.0,",overall_accuracy, ",73.52547770700637,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",158.0,",overall_accuracy, ",73.53481012658229,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",159.0,",overall_accuracy, ",73.52201257861634,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",160.0,",overall_accuracy, ",73.540625,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2d2ed240>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2f7cc2b0>]]]"
"batchId ,",161.0,",overall_accuracy, ",73.48757763975155,",step_accuracy, ",65.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",162.0,",overall_accuracy, ",73.5246913580247,",step_accuracy, ",79.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2ddf67f0>]]]"
"batchId ,",163.0,",overall_accuracy, ",73.51533742331289,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",164.0,",overall_accuracy, ",73.48170731707317,",step_accuracy, ",68.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",165.0,",overall_accuracy, ",73.50909090909092,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2f12e240>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2b3bcf28>]]]"
"batchId ,",166.0,",overall_accuracy, ",73.5,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",167.0,",overall_accuracy, ",73.51796407185628,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2c3390f0>]]]"
"batchId ,",168.0,",overall_accuracy, ",73.53571428571428,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1})",",",2,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b2bf47f98>]]]"
"batchId ,",169.0,",overall_accuracy, ",73.55325443786982,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1})",",",2,",",None
"batchId ,",170.0,",overall_accuracy, ",73.54705882352941,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1})",",",2,",",None
"batchId ,",171.0,",overall_accuracy, ",73.5233918128655,",step_accuracy, ",69.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",3,",",['DenseNet121']
"batchId ,",172.0,",overall_accuracy, ",73.50872093023256,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",173.0,",overall_accuracy, ",73.5028901734104,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
