"batchId ,",1.0,",overall_accuracy, ",81.0,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet201': 1, 'ResNet50': 1, 'MobileNetV2': 1})",",",7,",","[[('ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f829c09fda0>)], [('Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f8300108d30>)], [('MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f82e85a77b8>)]]"
"batchId ,",98.0,",overall_accuracy, ",75.45918367346938,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1})",",",2,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c202b588>]]]"
"batchId ,",99.0,",overall_accuracy, ",75.4949494949495,",step_accuracy, ",79.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1})",",",2,",",None
"batchId ,",100.0,",overall_accuracy, ",75.48,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",",['NASNetMobile']
"batchId ,",101.0,",overall_accuracy, ",75.52475247524752,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1})",",",2,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c0450080>]]]"
"batchId ,",102.0,",overall_accuracy, ",75.58823529411765,",step_accuracy, ",82.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1})",",",2,",",None
"batchId ,",103.0,",overall_accuracy, ",75.54368932038835,",step_accuracy, ",71.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",",['NASNetMobile']
"batchId ,",104.0,",overall_accuracy, ",75.49038461538461,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",105.0,",overall_accuracy, ",75.42857142857143,",step_accuracy, ",69.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",106.0,",overall_accuracy, ",75.34905660377359,",step_accuracy, ",67.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",107.0,",overall_accuracy, ",75.32710280373833,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",7,",",['MobileNetV2']
"batchId ,",108.0,",overall_accuracy, ",75.3425925925926,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",7,",",None
"batchId ,",109.0,",overall_accuracy, ",75.35779816513761,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",7,",",None
"batchId ,",110.0,",overall_accuracy, ",75.37272727272727,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",7,",",None
"batchId ,",111.0,",overall_accuracy, ",75.42342342342342,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",4,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81bc79a0f0>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81bce6c668>]], [['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81be8a96d8>]]]"
"batchId ,",112.0,",overall_accuracy, ",75.4375,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",4,",",None
"batchId ,",113.0,",overall_accuracy, ",75.47787610619469,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81bd7b87b8>]]]"
"batchId ,",114.0,",overall_accuracy, ",75.45614035087719,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",115.0,",overall_accuracy, ",75.4608695652174,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",None
"batchId ,",116.0,",overall_accuracy, ",75.45689655172414,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",None
"batchId ,",117.0,",overall_accuracy, ",75.43589743589743,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",118.0,",overall_accuracy, ",75.45762711864407,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81bd1ce208>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b9ca6320>]]]"
"batchId ,",119.0,",overall_accuracy, ",75.43697478991596,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",120.0,",overall_accuracy, ",75.44999999999999,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",121.0,",overall_accuracy, ",75.52066115702479,",step_accuracy, ",84.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",3,",","[[('InceptionResNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f84680bb860>)]]"
"batchId ,",122.0,",overall_accuracy, ",75.5,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionResNetV2': 1})",",",4,",",['InceptionResNetV2']
"batchId ,",123.0,",overall_accuracy, ",75.47967479674796,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionResNetV2': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",124.0,",overall_accuracy, ",75.41129032258065,",step_accuracy, ",67.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionResNetV2': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",125.0,",overall_accuracy, ",75.408,",step_accuracy, ",75.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionResNetV2': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",None
"batchId ,",126.0,",overall_accuracy, ",75.43650793650794,",step_accuracy, ",79.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'InceptionResNetV2': 1, 'Xception': 1})",",",4,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b689f908>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b8d2ad30>]]]"
"batchId ,",127.0,",overall_accuracy, ",75.43307086614173,",step_accuracy, ",75.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'InceptionResNetV2': 1, 'Xception': 1})",",",4,",",None
"batchId ,",128.0,",overall_accuracy, ",75.46875,",step_accuracy, ",80.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'InceptionResNetV2': 1})",",",3,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b6c65fd0>]]]"
"batchId ,",129.0,",overall_accuracy, ",75.54263565891472,",step_accuracy, ",85.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1})",",",2,",","[[['InceptionResNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b72d7198>]]]"
"batchId ,",130.0,",overall_accuracy, ",75.53076923076924,",step_accuracy, ",74.0,",models, ","Counter({'DenseNet201': 1, 'NASNetMobile': 1, 'InceptionResNetV2': 1})",",",3,",",['InceptionResNetV2']
"batchId ,",131.0,",overall_accuracy, ",75.59541984732824,",step_accuracy, ",84.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1})",",",2,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81bad1a828>]]]"
"batchId ,",132.0,",overall_accuracy, ",75.5530303030303,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1})",",",3,",",['NASNetMobile']
"batchId ,",133.0,",overall_accuracy, ",75.59398496240601,",step_accuracy, ",81.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1})",",",2,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b33a02b0>]]]"
"batchId ,",134.0,",overall_accuracy, ",75.6044776119403,",step_accuracy, ",77.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1})",",",2,",",None
"batchId ,",135.0,",overall_accuracy, ",75.63703703703703,",step_accuracy, ",80.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1})",",",2,",",None
"batchId ,",136.0,",overall_accuracy, ",75.61029411764706,",step_accuracy, ",72.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1})",",",3,",",['NASNetMobile']
"batchId ,",137.0,",overall_accuracy, ",75.56204379562044,",step_accuracy, ",69.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",138.0,",overall_accuracy, ",75.55072463768116,",step_accuracy, ",74.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",139.0,",overall_accuracy, ",75.56115107913669,",step_accuracy, ",77.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",None
"batchId ,",140.0,",overall_accuracy, ",75.53571428571428,",step_accuracy, ",72.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",141.0,",overall_accuracy, ",75.55319148936171,",step_accuracy, ",78.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'MobileNet': 1})",",",4,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b012a240>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b07130b8>]]]"
"batchId ,",142.0,",overall_accuracy, ",75.53521126760563,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",143.0,",overall_accuracy, ",75.51748251748252,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'Xception': 1})",",",6,",",['Xception']
"batchId ,",144.0,",overall_accuracy, ",75.53472222222221,",step_accuracy, ",78.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81ae806278>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81afd62860>]]]"
"batchId ,",145.0,",overall_accuracy, ",75.47586206896551,",step_accuracy, ",67.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",146.0,",overall_accuracy, ",75.40410958904108,",step_accuracy, ",65.0,",models, ","Counter({'DenseNet201': 1, 'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",147.0,",overall_accuracy, ",75.421768707483,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",4,",","[[['DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c4bc3d68>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81adeb7390>]]]"
"batchId ,",148.0,",overall_accuracy, ",75.4391891891892,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81aee6a278>]]]"
"batchId ,",149.0,",overall_accuracy, ",75.43624161073825,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1})",",",3,",",None
"batchId ,",150.0,",overall_accuracy, ",75.47333333333334,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1})",",",2,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81b1790630>]]]"
"batchId ,",151.0,",overall_accuracy, ",75.4635761589404,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",",['DenseNet201']
"batchId ,",152.0,",overall_accuracy, ",75.4342105263158,",step_accuracy, ",71.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",153.0,",overall_accuracy, ",75.41830065359477,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",154.0,",overall_accuracy, ",75.43506493506493,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'NASNetMobile': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a99e3b00>]], [['DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81ac6e8400>]]]"
"batchId ,",155.0,",overall_accuracy, ",75.44516129032259,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'NASNetMobile': 1})",",",3,",",None
"batchId ,",156.0,",overall_accuracy, ",75.4551282051282,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'NASNetMobile': 1})",",",3,",",None
"batchId ,",157.0,",overall_accuracy, ",75.44585987261146,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'NASNetMobile': 1, 'DenseNet201': 1})",",",4,",",['DenseNet201']
"batchId ,",158.0,",overall_accuracy, ",75.4746835443038,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81aaa66208>]]]"
"batchId ,",159.0,",overall_accuracy, ",75.39622641509433,",step_accuracy, ",63.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",160.0,",overall_accuracy, ",75.33125000000001,",step_accuracy, ",65.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",161.0,",overall_accuracy, ",75.3416149068323,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",5,",",None
"batchId ,",162.0,",overall_accuracy, ",75.32098765432099,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",163.0,",overall_accuracy, ",75.3558282208589,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'MobileNet': 1})",",",4,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a5415240>]], [['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81ae278a20>]]]"
"batchId ,",164.0,",overall_accuracy, ",75.33536585365853,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",165.0,",overall_accuracy, ",75.36363636363636,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a4fbcd30>]], [['DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a809d160>]]]"
"batchId ,",166.0,",overall_accuracy, ",75.37349397590361,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",167.0,",overall_accuracy, ",75.37125748502994,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",168.0,",overall_accuracy, ",75.35714285714286,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'DenseNet201': 1})",",",4,",",['DenseNet201']
"batchId ,",169.0,",overall_accuracy, ",75.33136094674556,",step_accuracy, ",71.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'DenseNet201': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",170.0,",overall_accuracy, ",75.34117647058824,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'DenseNet201': 1, 'Xception': 1})",",",5,",",None
"batchId ,",171.0,",overall_accuracy, ",75.35672514619883,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a40d8470>]], [['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a20cc0b8>]]]"
"batchId ,",172.0,",overall_accuracy, ",75.37209302325581,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1})",",",2,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a64874a8>]]]"
"batchId ,",173.0,",overall_accuracy, ",75.35260115606937,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",",['NASNetMobile']
"batchId ,",174.0,",overall_accuracy, ",75.38505747126437,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1})",",",2,",","[[['DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a276b978>]]]"
"batchId ,",175.0,",overall_accuracy, ",75.33142857142857,",step_accuracy, ",66.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1})",",",3,",",['DenseNet201']
"batchId ,",176.0,",overall_accuracy, ",75.30113636363637,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",177.0,",overall_accuracy, ",75.27118644067797,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",178.0,",overall_accuracy, ",75.26966292134831,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",None
"batchId ,",179.0,",overall_accuracy, ",75.27374301675978,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",None
"batchId ,",180.0,",overall_accuracy, ",75.25555555555556,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",181.0,",overall_accuracy, ",75.29281767955801,",step_accuracy, ",82.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",4,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819d5a1a58>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819d1e0908>]]]"
"batchId ,",182.0,",overall_accuracy, ",75.28571428571429,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",183.0,",overall_accuracy, ",75.31693989071037,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1})",",",3,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819cc48d68>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819db922b0>]]]"
"batchId ,",184.0,",overall_accuracy, ",75.30978260869566,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",185.0,",overall_accuracy, ",75.3027027027027,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",186.0,",overall_accuracy, ",75.33333333333333,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",3,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819b771668>]], [['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81a0666748>]]]"
"batchId ,",187.0,",overall_accuracy, ",75.32620320855615,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",188.0,",overall_accuracy, ",75.28723404255318,",step_accuracy, ",68.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'NASNetMobile': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",189.0,",overall_accuracy, ",75.3015873015873,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819bcf2f60>]], [['DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f819ec110b8>]]]"
"batchId ,",190.0,",overall_accuracy, ",75.28947368421053,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1})",",",4,",",['DenseNet201']
"batchId ,",191.0,",overall_accuracy, ",75.27748691099477,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",192.0,",overall_accuracy, ",75.25,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",193.0,",overall_accuracy, ",75.24870466321244,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",None
"batchId ,",194.0,",overall_accuracy, ",75.25257731958763,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",None
"batchId ,",195.0,",overall_accuracy, ",75.25641025641025,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",None
"batchId ,",196.0,",overall_accuracy, ",75.2295918367347,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",7,",",['MobileNetV2']
"batchId ,",197.0,",overall_accuracy, ",75.21319796954315,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",8,",",['InceptionV3']
"batchId ,",198.0,",overall_accuracy, ",75.21717171717171,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",8,",",None
